id,data,moeda_origem,moeda_destino,taxa_cambio
3354,2024-07-12,18,1,1.376354
3355,2024-07-13,6,1,5.473467
3356,2024-07-13,5,1,5.778036
3357,2024-07-13,9,1,0.759512
3358,2024-07-13,10,6,0.007359
3359,2024-07-13,15,1,0.005898
3360,2024-07-13,18,1,1.377622
3361,2024-07-14,6,1,5.473659
3362,2024-07-14,5,1,5.769604
3363,2024-07-14,9,1,0.757993
3364,2024-07-14,10,6,0.007342
3365,2024-07-14,15,1,0.005893
3366,2024-07-14,18,1,1.379143
3367,2024-07-15,6,1,5.4732
3368,2024-07-15,5,1,5.760621
3369,2024-07-15,9,1,0.75646
3370,2024-07-15,10,6,0.007326
3371,2024-07-15,15,1,0.005888
3372,2024-07-15,18,1,1.380914
3373,2024-07-16,6,1,5.472089
3374,2024-07-16,5,1,5.751116
3375,2024-07-16,9,1,0.754917
3376,2024-07-16,10,6,0.00731
3377,2024-07-16,15,1,0.005885
3378,2024-07-16,18,1,1.382929
3379,2024-07-17,6,1,5.470329
3380,2024-07-17,5,1,5.741117
3381,2024-07-17,9,1,0.75337
3382,2024-07-17,10,6,0.007295
3383,2024-07-17,15,1,0.005883
3384,2024-07-17,18,1,1.385182
3385,2024-07-18,6,1,5.467924
3386,2024-07-18,5,1,5.730653
3387,2024-07-18,9,1,0.751824
3388,2024-07-18,10,6,0.007281
3389,2024-07-18,15,1,0.005881
3390,2024-07-18,18,1,1.387665
3391,2024-07-19,6,1,5.464879
3392,2024-07-19,5,1,5.719756
3393,2024-07-19,9,1,0.750283
3394,2024-07-19,10,6,0.007268
3395,2024-07-19,15,1,0.005882
3396,2024-07-19,18,1,1.390371
3397,2024-07-20,6,1,5.461204
3398,2024-07-20,5,1,5.70846
3399,2024-07-20,9,1,0.748754
3400,2024-07-20,10,6,0.007255
3401,2024-07-20,15,1,0.005883
3402,2024-07-20,18,1,1.393289
3403,2024-07-21,6,1,5.456908
3404,2024-07-21,5,1,5.696799
3405,2024-07-21,9,1,0.74724
3406,2024-07-21,10,6,0.007244
3407,2024-07-21,15,1,0.005885
3408,2024-07-21,18,1,1.396411
3409,2024-07-22,6,1,5.452004
3410,2024-07-22,5,1,5.684809
3411,2024-07-22,9,1,0.745748
3412,2024-07-22,10,6,0.007233
3413,2024-07-22,15,1,0.005889
3414,2024-07-22,18,1,1.399726
3415,2024-07-23,6,1,5.446508
3416,2024-07-23,5,1,5.672526
3417,2024-07-23,9,1,0.744281
3418,2024-07-23,10,6,0.007224
3419,2024-07-23,15,1,0.005894
3420,2024-07-23,18,1,1.403223
3421,2024-07-24,6,1,5.440434
3422,2024-07-24,5,1,5.65999
3423,2024-07-24,9,1,0.742846
3424,2024-07-24,10,6,0.007215
3425,2024-07-24,15,1,0.0059
3426,2024-07-24,18,1,1.40689
3427,2024-07-25,6,1,5.433803
3428,2024-07-25,5,1,5.647238
3429,2024-07-25,9,1,0.741446
3430,2024-07-25,10,6,0.007208
3431,2024-07-25,15,1,0.005907
3432,2024-07-25,18,1,1.410714
3433,2024-07-26,6,1,5.426633
3434,2024-07-26,5,1,5.634311
3435,2024-07-26,9,1,0.740087
3436,2024-07-26,10,6,0.007202
3437,2024-07-26,15,1,0.005916
3438,2024-07-26,18,1,1.414682
3439,2024-07-27,6,1,5.418948
3440,2024-07-27,5,1,5.621249
3441,2024-07-27,9,1,0.738773
3442,2024-07-27,10,6,0.007197
3443,2024-07-27,15,1,0.005925
3444,2024-07-27,18,1,1.418781
3445,2024-07-28,6,1,5.41077
3446,2024-07-28,5,1,5.608093
3447,2024-07-28,9,1,0.737508
3448,2024-07-28,10,6,0.007193
3449,2024-07-28,15,1,0.005936
3450,2024-07-28,18,1,1.422997
3451,2024-07-29,6,1,5.402126
3452,2024-07-29,5,1,5.594883
3453,2024-07-29,9,1,0.736297
3454,2024-07-29,10,6,0.007191
3455,2024-07-29,15,1,0.005947
3456,2024-07-29,18,1,1.427315
3457,2024-07-30,6,1,5.393043
3458,2024-07-30,5,1,5.581662
3459,2024-07-30,9,1,0.735144
3460,2024-07-30,10,6,0.007189
3461,2024-07-30,15,1,0.00596
3462,2024-07-30,18,1,1.43172
3463,2024-07-31,6,1,5.383548
3464,2024-07-31,5,1,5.568471
3465,2024-07-31,9,1,0.734053
3466,2024-07-31,10,6,0.007189
3467,2024-07-31,15,1,0.005974
3468,2024-07-31,18,1,1.436196
3469,2024-08-01,6,1,5.373672
3470,2024-08-01,5,1,5.555351
3471,2024-08-01,9,1,0.733027
3472,2024-08-01,10,6,0.00719
3473,2024-08-01,15,1,0.005988
3474,2024-08-01,18,1,1.440729
3475,2024-08-02,6,1,5.363446
3476,2024-08-02,5,1,5.542343
3477,2024-08-02,9,1,0.732071
3478,2024-08-02,10,6,0.007193
3479,2024-08-02,15,1,0.006004
3480,2024-08-02,18,1,1.445303
3481,2024-08-03,6,1,5.352902
3482,2024-08-03,5,1,5.529489
3483,2024-08-03,9,1,0.731187
3484,2024-08-03,10,6,0.007196
3485,2024-08-03,15,1,0.00602
3486,2024-08-03,18,1,1.4499
3487,2024-08-04,6,1,5.342073
3488,2024-08-04,5,1,5.516829
3489,2024-08-04,9,1,0.730378
3490,2024-08-04,10,6,0.007201
3491,2024-08-04,15,1,0.006038
3492,2024-08-04,18,1,1.454506
3493,2024-08-05,6,1,5.330994
3494,2024-08-05,5,1,5.504401
3495,2024-08-05,9,1,0.729647
3496,2024-08-05,10,6,0.007207
3497,2024-08-05,15,1,0.006056
3498,2024-08-05,18,1,1.459104
3499,2024-08-06,6,1,5.319699
3500,2024-08-06,5,1,5.492247
3501,2024-08-06,9,1,0.728997
3502,2024-08-06,10,6,0.007215
3503,2024-08-06,15,1,0.006074
3504,2024-08-06,18,1,1.463678
3505,2024-08-07,6,1,5.308224
3506,2024-08-07,5,1,5.480402
3507,2024-08-07,9,1,0.72843
3508,2024-08-07,10,6,0.007223
3509,2024-08-07,15,1,0.006094
3510,2024-08-07,18,1,1.468211
3511,2024-08-08,6,1,5.296605
3512,2024-08-08,5,1,5.468905
3513,2024-08-08,9,1,0.727948
3514,2024-08-08,10,6,0.007233
3515,2024-08-08,15,1,0.006114
3516,2024-08-08,18,1,1.472688
3517,2024-08-09,6,1,5.28488
3518,2024-08-09,5,1,5.457792
3519,2024-08-09,9,1,0.727552
3520,2024-08-09,10,6,0.007244
3521,2024-08-09,15,1,0.006134
3522,2024-08-09,18,1,1.477093
3523,2024-08-10,6,1,5.273084
3524,2024-08-10,5,1,5.447097
3525,2024-08-10,9,1,0.727245
3526,2024-08-10,10,6,0.007255
3527,2024-08-10,15,1,0.006155
3528,2024-08-10,18,1,1.481409
3529,2024-08-11,6,1,5.261257
3530,2024-08-11,5,1,5.436853
3531,2024-08-11,9,1,0.727027
3532,2024-08-11,10,6,0.007268
3533,2024-08-11,15,1,0.006176
3534,2024-08-11,18,1,1.485622
3535,2024-08-12,6,1,5.249433
3536,2024-08-12,5,1,5.427093
3537,2024-08-12,9,1,0.726899
3538,2024-08-12,10,6,0.007283
3539,2024-08-12,15,1,0.006198
3540,2024-08-12,18,1,1.489716
3541,2024-08-13,6,1,5.237652
3542,2024-08-13,5,1,5.417846
3543,2024-08-13,9,1,0.726861
3544,2024-08-13,10,6,0.007298
3545,2024-08-13,15,1,0.00622
3546,2024-08-13,18,1,1.493677
3547,2024-08-14,6,1,5.225949
3548,2024-08-14,5,1,5.409141
3549,2024-08-14,9,1,0.726915
3550,2024-08-14,10,6,0.007314
3551,2024-08-14,15,1,0.006242
3552,2024-08-14,18,1,1.49749
3553,2024-08-15,6,1,5.214362
3554,2024-08-15,5,1,5.401004
3555,2024-08-15,9,1,0.727059
3556,2024-08-15,10,6,0.00733
3557,2024-08-15,15,1,0.006264
3558,2024-08-15,18,1,1.501142
3559,2024-08-16,6,1,5.202928
3560,2024-08-16,5,1,5.39346
3561,2024-08-16,9,1,0.727294
3562,2024-08-16,10,6,0.007348
3563,2024-08-16,15,1,0.006286
3564,2024-08-16,18,1,1.504619
3565,2024-08-17,6,1,5.19168
3566,2024-08-17,5,1,5.386532
3567,2024-08-17,9,1,0.727618
3568,2024-08-17,10,6,0.007367
3569,2024-08-17,15,1,0.006309
3570,2024-08-17,18,1,1.507907
3571,2024-08-18,6,1,5.180656
3572,2024-08-18,5,1,5.380241
3573,2024-08-18,9,1,0.728031
3574,2024-08-18,10,6,0.007386
3575,2024-08-18,15,1,0.006331
3576,2024-08-18,18,1,1.510996
3577,2024-08-19,6,1,5.169889
3578,2024-08-19,5,1,5.374605
3579,2024-08-19,9,1,0.728532
3580,2024-08-19,10,6,0.007406
3581,2024-08-19,15,1,0.006353
3582,2024-08-19,18,1,1.513874
3583,2024-08-20,6,1,5.159411
3584,2024-08-20,5,1,5.369641
3585,2024-08-20,9,1,0.729119
3586,2024-08-20,10,6,0.007427
3587,2024-08-20,15,1,0.006374
3588,2024-08-20,18,1,1.516529
3589,2024-08-21,6,1,5.149257
3590,2024-08-21,5,1,5.365362
3591,2024-08-21,9,1,0.72979
3592,2024-08-21,10,6,0.007448
3593,2024-08-21,15,1,0.006396
3594,2024-08-21,18,1,1.518952
3595,2024-08-22,6,1,5.139457
3596,2024-08-22,5,1,5.361781
3597,2024-08-22,9,1,0.730543
3598,2024-08-22,10,6,0.00747
3599,2024-08-22,15,1,0.006417
3600,2024-08-22,18,1,1.521133
3601,2024-08-23,6,1,5.13004
3602,2024-08-23,5,1,5.358907
3603,2024-08-23,9,1,0.731376
3604,2024-08-23,10,6,0.007492
3605,2024-08-23,15,1,0.006437
3606,2024-08-23,18,1,1.523064
3607,2024-08-24,6,1,5.121036
3608,2024-08-24,5,1,5.356747
3609,2024-08-24,9,1,0.732286
3610,2024-08-24,10,6,0.007514
3611,2024-08-24,15,1,0.006457
3612,2024-08-24,18,1,1.524737
3613,2024-08-25,6,1,5.112471
3614,2024-08-25,5,1,5.355307
3615,2024-08-25,9,1,0.73327
3616,2024-08-25,10,6,0.007537
3617,2024-08-25,15,1,0.006477
3618,2024-08-25,18,1,1.526146
3619,2024-08-26,6,1,5.104371
3620,2024-08-26,5,1,5.354587
3621,2024-08-26,9,1,0.734325
3622,2024-08-26,10,6,0.00756
3623,2024-08-26,15,1,0.006496
3624,2024-08-26,18,1,1.527283
3625,2024-08-27,6,1,5.09676
3626,2024-08-27,5,1,5.354589
3627,2024-08-27,9,1,0.735448
3628,2024-08-27,10,6,0.007584
3629,2024-08-27,15,1,0.006514
3630,2024-08-27,18,1,1.528146
3631,2024-08-28,6,1,5.089661
3632,2024-08-28,5,1,5.35531
3633,2024-08-28,9,1,0.736635
3634,2024-08-28,10,6,0.007607
3635,2024-08-28,15,1,0.006531
3636,2024-08-28,18,1,1.528728
3637,2024-08-29,6,1,5.083093
3638,2024-08-29,5,1,5.356744
3639,2024-08-29,9,1,0.737882
3640,2024-08-29,10,6,0.00763
3641,2024-08-29,15,1,0.006547
3642,2024-08-29,18,1,1.529027
3643,2024-08-30,6,1,5.077076
3644,2024-08-30,5,1,5.358886
3645,2024-08-30,9,1,0.739186
3646,2024-08-30,10,6,0.007653
3647,2024-08-30,15,1,0.006563
3648,2024-08-30,18,1,1.529041
3649,2024-08-31,6,1,5.071626
3650,2024-08-31,5,1,5.361724
3651,2024-08-31,9,1,0.740541
3652,2024-08-31,10,6,0.007676
3653,2024-08-31,15,1,0.006578
3654,2024-08-31,18,1,1.528769
3655,2024-09-01,6,1,5.066759
3656,2024-09-01,5,1,5.365248
3657,2024-09-01,9,1,0.741944
3658,2024-09-01,10,6,0.007699
3659,2024-09-01,15,1,0.006591
3660,2024-09-01,18,1,1.528209
3661,2024-09-02,6,1,5.062486
3662,2024-09-02,5,1,5.369443
3663,2024-09-02,9,1,0.74339
3664,2024-09-02,10,6,0.007722
3665,2024-09-02,15,1,0.006604
3666,2024-09-02,18,1,1.527363
3667,2024-09-03,6,1,5.058818
3668,2024-09-03,5,1,5.374292
3669,2024-09-03,9,1,0.744875
3670,2024-09-03,10,6,0.007744
3671,2024-09-03,15,1,0.006616
3672,2024-09-03,18,1,1.526233
3673,2024-09-04,6,1,5.055765
3674,2024-09-04,5,1,5.379778
3675,2024-09-04,9,1,0.746393
3676,2024-09-04,10,6,0.007766
3677,2024-09-04,15,1,0.006626
3678,2024-09-04,18,1,1.524821
3679,2024-09-05,6,1,5.053332
3680,2024-09-05,5,1,5.385879
3681,2024-09-05,9,1,0.747941
3682,2024-09-05,10,6,0.007787
3683,2024-09-05,15,1,0.006635
3684,2024-09-05,18,1,1.523129
3685,2024-09-06,6,1,5.051525
3686,2024-09-06,5,1,5.392572
3687,2024-09-06,9,1,0.749512
3688,2024-09-06,10,6,0.007808
3689,2024-09-06,15,1,0.006643
3690,2024-09-06,18,1,1.521164
3691,2024-09-07,6,1,5.050344
3692,2024-09-07,5,1,5.399834
3693,2024-09-07,9,1,0.751102
3694,2024-09-07,10,6,0.007828
3695,2024-09-07,15,1,0.00665
3696,2024-09-07,18,1,1.51893
3697,2024-09-08,6,1,5.049791
3698,2024-09-08,5,1,5.407637
3699,2024-09-08,9,1,0.752706
3700,2024-09-08,10,6,0.007848
3701,2024-09-08,15,1,0.006656
3702,2024-09-08,18,1,1.516434
3703,2024-09-09,6,1,5.049863
3704,2024-09-09,5,1,5.415953
3705,2024-09-09,9,1,0.754318
3706,2024-09-09,10,6,0.007866
3707,2024-09-09,15,1,0.006661
3708,2024-09-09,18,1,1.513682
3709,2024-09-10,6,1,5.050556
3710,2024-09-10,5,1,5.424753
3711,2024-09-10,9,1,0.755934
3712,2024-09-10,10,6,0.007884
3713,2024-09-10,15,1,0.006664
3714,2024-09-10,18,1,1.510682
3715,2024-09-11,6,1,5.051863
3716,2024-09-11,5,1,5.434004
3717,2024-09-11,9,1,0.757548
3718,2024-09-11,10,6,0.007901
3719,2024-09-11,15,1,0.006666
3720,2024-09-11,18,1,1.507445
3721,2024-09-12,6,1,5.053777
3722,2024-09-12,5,1,5.443673
3723,2024-09-12,9,1,0.759156
3724,2024-09-12,10,6,0.007918
3725,2024-09-12,15,1,0.006667
3726,2024-09-12,18,1,1.503978
3727,2024-09-13,6,1,5.056286
3728,2024-09-13,5,1,5.453727
3729,2024-09-13,9,1,0.760751
3730,2024-09-13,10,6,0.007933
3731,2024-09-13,15,1,0.006666
3732,2024-09-13,18,1,1.500293
3733,2024-09-14,6,1,5.059378
3734,2024-09-14,5,1,5.46413
3735,2024-09-14,9,1,0.762329
3736,2024-09-14,10,6,0.007947
3737,2024-09-14,15,1,0.006664
3738,2024-09-14,18,1,1.4964
3739,2024-09-15,6,1,5.063038
3740,2024-09-15,5,1,5.474844
3741,2024-09-15,9,1,0.763885
3742,2024-09-15,10,6,0.00796
3743,2024-09-15,15,1,0.006661
3744,2024-09-15,18,1,1.492312
3745,2024-09-16,6,1,5.067251
3746,2024-09-16,5,1,5.485833
3747,2024-09-16,9,1,0.765414
3748,2024-09-16,10,6,0.007972
3749,2024-09-16,15,1,0.006657
3750,2024-09-16,18,1,1.488041
3751,2024-09-17,6,1,5.071997
3752,2024-09-17,5,1,5.497058
3753,2024-09-17,9,1,0.766912
3754,2024-09-17,10,6,0.007983
3755,2024-09-17,15,1,0.006651
3756,2024-09-17,18,1,1.4836
3757,2024-09-18,6,1,5.077256
3758,2024-09-18,5,1,5.50848
3759,2024-09-18,9,1,0.768373
3760,2024-09-18,10,6,0.007993
3761,2024-09-18,15,1,0.006644
3762,2024-09-18,18,1,1.479003
3763,2024-09-19,6,1,5.083007
3764,2024-09-19,5,1,5.520058
3765,2024-09-19,9,1,0.769792
3766,2024-09-19,10,6,0.008002
3767,2024-09-19,15,1,0.006636
3768,2024-09-19,18,1,1.474264
3769,2024-09-20,6,1,5.089225
3770,2024-09-20,5,1,5.531753
3771,2024-09-20,9,1,0.771167
3772,2024-09-20,10,6,0.008009
3773,2024-09-20,15,1,0.006627
3774,2024-09-20,18,1,1.469398
3775,2024-09-21,6,1,5.095886
3776,2024-09-21,5,1,5.543524
3777,2024-09-21,9,1,0.772491
3778,2024-09-21,10,6,0.008015
3779,2024-09-21,15,1,0.006617
3780,2024-09-21,18,1,1.46442
3781,2024-09-22,6,1,5.102964
3782,2024-09-22,5,1,5.555331
3783,2024-09-22,9,1,0.773762
3784,2024-09-22,10,6,0.008021
3785,2024-09-22,15,1,0.006605
3786,2024-09-22,18,1,1.459345
3787,2024-09-23,6,1,5.110429
3788,2024-09-23,5,1,5.567132
3789,2024-09-23,9,1,0.774975
3790,2024-09-23,10,6,0.008024
3791,2024-09-23,15,1,0.006593
3792,2024-09-23,18,1,1.454189
3793,2024-09-24,6,1,5.118252
3794,2024-09-24,5,1,5.578887
3795,2024-09-24,9,1,0.776127
3796,2024-09-24,10,6,0.008027
3797,2024-09-24,15,1,0.006579
3798,2024-09-24,18,1,1.448969
3799,2024-09-25,6,1,5.126404
3800,2024-09-25,5,1,5.590557
3801,2024-09-25,9,1,0.777214
3802,2024-09-25,10,6,0.008028
3803,2024-09-25,15,1,0.006565
3804,2024-09-25,18,1,1.4437
3805,2024-09-26,6,1,5.134852
3806,2024-09-26,5,1,5.6021
3807,2024-09-26,9,1,0.778233
3808,2024-09-26,10,6,0.008028
3809,2024-09-26,15,1,0.006549
3810,2024-09-26,18,1,1.438399
3811,2024-09-27,6,1,5.143564
3812,2024-09-27,5,1,5.613478
3813,2024-09-27,9,1,0.77918
3814,2024-09-27,10,6,0.008027
3815,2024-09-27,15,1,0.006533
3816,2024-09-27,18,1,1.433083
3817,2024-09-28,6,1,5.152507
3818,2024-09-28,5,1,5.624651
3819,2024-09-28,9,1,0.780054
3820,2024-09-28,10,6,0.008024
3821,2024-09-28,15,1,0.006516
3822,2024-09-28,18,1,1.427768
3823,2024-09-29,6,1,5.161645
3824,2024-09-29,5,1,5.635583
3825,2024-09-29,9,1,0.780852
3826,2024-09-29,10,6,0.008021
3827,2024-09-29,15,1,0.006498
3828,2024-09-29,18,1,1.42247
3829,2024-09-30,6,1,5.170945
3830,2024-09-30,5,1,5.646236
3831,2024-09-30,9,1,0.781571
3832,2024-09-30,10,6,0.008016
3833,2024-09-30,15,1,0.006479
3834,2024-09-30,18,1,1.417207
3835,2024-10-01,6,1,5.180371
3836,2024-10-01,5,1,5.656574
3837,2024-10-01,9,1,0.78221
3838,2024-10-01,10,6,0.00801
3839,2024-10-01,15,1,0.00646
3840,2024-10-01,18,1,1.411995
3841,2024-10-02,6,1,5.189888
3842,2024-10-02,5,1,5.666562
3843,2024-10-02,9,1,0.782767
3844,2024-10-02,10,6,0.008003
3845,2024-10-02,15,1,0.00644
3846,2024-10-02,18,1,1.40685
3847,2024-10-03,6,1,5.199459
3848,2024-10-03,5,1,5.676168
3849,2024-10-03,9,1,0.78324
3850,2024-10-03,10,6,0.007994
3851,2024-10-03,15,1,0.00642
3852,2024-10-03,18,1,1.401787
3853,2024-10-04,6,1,5.209048
3854,2024-10-04,5,1,5.685358
3855,2024-10-04,9,1,0.783629
3856,2024-10-04,10,6,0.007985
3857,2024-10-04,15,1,0.006399
3858,2024-10-04,18,1,1.396824
3859,2024-10-05,6,1,5.21862
3860,2024-10-05,5,1,5.694104
3861,2024-10-05,9,1,0.783932
3862,2024-10-05,10,6,0.007974
3863,2024-10-05,15,1,0.006378
3864,2024-10-05,18,1,1.391974
3865,2024-10-06,6,1,5.228137
3866,2024-10-06,5,1,5.702375
3867,2024-10-06,9,1,0.784149
3868,2024-10-06,10,6,0.007963
3869,2024-10-06,15,1,0.006356
3870,2024-10-06,18,1,1.387253
3871,2024-10-07,6,1,5.237566
3872,2024-10-07,5,1,5.710146
3873,2024-10-07,9,1,0.784281
3874,2024-10-07,10,6,0.00795
3875,2024-10-07,15,1,0.006334
3876,2024-10-07,18,1,1.382676
3877,2024-10-08,6,1,5.24687
3878,2024-10-08,5,1,5.71739
3879,2024-10-08,9,1,0.784326
3880,2024-10-08,10,6,0.007937
3881,2024-10-08,15,1,0.006312
3882,2024-10-08,18,1,1.378256
3883,2024-10-09,6,1,5.256015
3884,2024-10-09,5,1,5.724085
3885,2024-10-09,9,1,0.784287
3886,2024-10-09,10,6,0.007923
3887,2024-10-09,15,1,0.00629
3888,2024-10-09,18,1,1.374007
3889,2024-10-10,6,1,5.264966
3890,2024-10-10,5,1,5.730209
3891,2024-10-10,9,1,0.784162
3892,2024-10-10,10,6,0.007908
3893,2024-10-10,15,1,0.006268
3894,2024-10-10,18,1,1.369942
3895,2024-10-11,6,1,5.27369
3896,2024-10-11,5,1,5.735743
3897,2024-10-11,9,1,0.783953
3898,2024-10-11,10,6,0.007892
3899,2024-10-11,15,1,0.006246
3900,2024-10-11,18,1,1.366073
3901,2024-10-12,6,1,5.282154
3902,2024-10-12,5,1,5.74067
3903,2024-10-12,9,1,0.783662
3904,2024-10-12,10,6,0.007875
3905,2024-10-12,15,1,0.006224
3906,2024-10-12,18,1,1.362412
3907,2024-10-13,6,1,5.290328
3908,2024-10-13,5,1,5.744975
3909,2024-10-13,9,1,0.78329
3910,2024-10-13,10,6,0.007858
3911,2024-10-13,15,1,0.006202
3912,2024-10-13,18,1,1.35897
3913,2024-10-14,6,1,5.298179
3914,2024-10-14,5,1,5.748645
3915,2024-10-14,9,1,0.782839
3916,2024-10-14,10,6,0.00784
3917,2024-10-14,15,1,0.006181
3918,2024-10-14,18,1,1.355757
3919,2024-10-15,6,1,5.30568
3920,2024-10-15,5,1,5.75167
3921,2024-10-15,9,1,0.782311
3922,2024-10-15,10,6,0.007822
3923,2024-10-15,15,1,0.00616
3924,2024-10-15,18,1,1.352781
3925,2024-10-16,6,1,5.312802
3926,2024-10-16,5,1,5.754042
3927,2024-10-16,9,1,0.781709
3928,2024-10-16,10,6,0.007803
3929,2024-10-16,15,1,0.006139
3930,2024-10-16,18,1,1.350052
3931,2024-10-17,6,1,5.319518
3932,2024-10-17,5,1,5.755756
3933,2024-10-17,9,1,0.781034
3934,2024-10-17,10,6,0.007784
3935,2024-10-17,15,1,0.006118
3936,2024-10-17,18,1,1.347578
3937,2024-10-18,6,1,5.325803
3938,2024-10-18,5,1,5.756808
3939,2024-10-18,9,1,0.78029
3940,2024-10-18,10,6,0.007765
3941,2024-10-18,15,1,0.006099
3942,2024-10-18,18,1,1.345365
3943,2024-10-19,6,1,5.331634
3944,2024-10-19,5,1,5.757196
3945,2024-10-19,9,1,0.779481
3946,2024-10-19,10,6,0.007745
3947,2024-10-19,15,1,0.006079
3948,2024-10-19,18,1,1.343419
3949,2024-10-20,6,1,5.336989
3950,2024-10-20,5,1,5.756923
3951,2024-10-20,9,1,0.778609
3952,2024-10-20,10,6,0.007725
3953,2024-10-20,15,1,0.006061
3954,2024-10-20,18,1,1.341745
3955,2024-10-21,6,1,5.341847
3956,2024-10-21,5,1,5.755992
3957,2024-10-21,9,1,0.777678
3958,2024-10-21,10,6,0.007705
3959,2024-10-21,15,1,0.006043
3960,2024-10-21,18,1,1.340348
3961,2024-10-22,6,1,5.346191
3962,2024-10-22,5,1,5.75441
3963,2024-10-22,9,1,0.776692
3964,2024-10-22,10,6,0.007685
3965,2024-10-22,15,1,0.006026
3966,2024-10-22,18,1,1.33923
3967,2024-10-23,6,1,5.350003
3968,2024-10-23,5,1,5.752185
3969,2024-10-23,9,1,0.775654
3970,2024-10-23,10,6,0.007665
3971,2024-10-23,15,1,0.006009
3972,2024-10-23,18,1,1.338393
3973,2024-10-24,6,1,5.353269
3974,2024-10-24,5,1,5.749327
3975,2024-10-24,9,1,0.77457
3976,2024-10-24,10,6,0.007646
3977,2024-10-24,15,1,0.005994
3978,2024-10-24,18,1,1.33784
3979,2024-10-25,6,1,5.355978
3980,2024-10-25,5,1,5.74585
3981,2024-10-25,9,1,0.773442
3982,2024-10-25,10,6,0.007626
3983,2024-10-25,15,1,0.005979
3984,2024-10-25,18,1,1.337569
3985,2024-10-26,6,1,5.358117
3986,2024-10-26,5,1,5.741769
3987,2024-10-26,9,1,0.772276
3988,2024-10-26,10,6,0.007607
3989,2024-10-26,15,1,0.005966
3990,2024-10-26,18,1,1.337582
3991,2024-10-27,6,1,5.359678
3992,2024-10-27,5,1,5.737101
3993,2024-10-27,9,1,0.771077
3994,2024-10-27,10,6,0.007587
3995,2024-10-27,15,1,0.005953
3996,2024-10-27,18,1,1.337875
3997,2024-10-28,6,1,5.360656
3998,2024-10-28,5,1,5.731867
3999,2024-10-28,9,1,0.769848
4000,2024-10-28,10,6,0.007569
4001,2024-10-28,15,1,0.005942
4002,2024-10-28,18,1,1.338446
4003,2024-10-29,6,1,5.361045
4004,2024-10-29,5,1,5.726087
4005,2024-10-29,9,1,0.768595
4006,2024-10-29,10,6,0.00755
4007,2024-10-29,15,1,0.005931
4008,2024-10-29,18,1,1.339293
4009,2024-10-30,6,1,5.360844
4010,2024-10-30,5,1,5.719785
4011,2024-10-30,9,1,0.767322
4012,2024-10-30,10,6,0.007533
4013,2024-10-30,15,1,0.005922
4014,2024-10-30,18,1,1.340409
4015,2024-10-31,6,1,5.360052
4016,2024-10-31,5,1,5.712986
4017,2024-10-31,9,1,0.766035
4018,2024-10-31,10,6,0.007516
4019,2024-10-31,15,1,0.005914
4020,2024-10-31,18,1,1.341791
4021,2024-11-01,6,1,5.358672
4022,2024-11-01,5,1,5.705718
4023,2024-11-01,9,1,0.764738
4024,2024-11-01,10,6,0.007499
4025,2024-11-01,15,1,0.005907
4026,2024-11-01,18,1,1.343432
4027,2024-11-02,6,1,5.356708
4028,2024-11-02,5,1,5.69801
4029,2024-11-02,9,1,0.763436
4030,2024-11-02,10,6,0.007483
4031,2024-11-02,15,1,0.005901
4032,2024-11-02,18,1,1.345324
4033,2024-11-03,6,1,5.354165
4034,2024-11-03,5,1,5.689891
4035,2024-11-03,9,1,0.762135
4036,2024-11-03,10,6,0.007468
4037,2024-11-03,15,1,0.005896
4038,2024-11-03,18,1,1.34746
4039,2024-11-04,6,1,5.351054
4040,2024-11-04,5,1,5.681394
4041,2024-11-04,9,1,0.760839
4042,2024-11-04,10,6,0.007454
4043,2024-11-04,15,1,0.005892
4044,2024-11-04,18,1,1.349831
4045,2024-11-05,6,1,5.347383
4046,2024-11-05,5,1,5.672553
4047,2024-11-05,9,1,0.759553
4048,2024-11-05,10,6,0.00744
4049,2024-11-05,15,1,0.00589
4050,2024-11-05,18,1,1.352427
4051,2024-11-06,6,1,5.343166
4052,2024-11-06,5,1,5.6634
4053,2024-11-06,9,1,0.758283
4054,2024-11-06,10,6,0.007428
4055,2024-11-06,15,1,0.005889
4056,2024-11-06,18,1,1.355239
4057,2024-11-07,6,1,5.338417
4058,2024-11-07,5,1,5.653974
4059,2024-11-07,9,1,0.757032
4060,2024-11-07,10,6,0.007416
4061,2024-11-07,15,1,0.005889
4062,2024-11-07,18,1,1.358254
4063,2024-11-08,6,1,5.333152
4064,2024-11-08,5,1,5.644309
4065,2024-11-08,9,1,0.755806
4066,2024-11-08,10,6,0.007405
4067,2024-11-08,15,1,0.00589
4068,2024-11-08,18,1,1.361462
4069,2024-11-09,6,1,5.32739
4070,2024-11-09,5,1,5.634443
4071,2024-11-09,9,1,0.75461
4072,2024-11-09,10,6,0.007396
4073,2024-11-09,15,1,0.005892
4074,2024-11-09,18,1,1.364849
4075,2024-11-10,6,1,5.321151
4076,2024-11-10,5,1,5.624415
4077,2024-11-10,9,1,0.753448
4078,2024-11-10,10,6,0.007387
4079,2024-11-10,15,1,0.005895
4080,2024-11-10,18,1,1.368404
4081,2024-11-11,6,1,5.314457
4082,2024-11-11,5,1,5.614264
4083,2024-11-11,9,1,0.752325
4084,2024-11-11,10,6,0.007379
4085,2024-11-11,15,1,0.0059
4086,2024-11-11,18,1,1.372113
4087,2024-11-12,6,1,5.307331
4088,2024-11-12,5,1,5.604028
