id,tipo_id,pais_origem,pais_destino,produto_id,valor_monetario,quantidade,transporte_id,cambio_id
5852,3,17,20,17,25196.5,161,2,2924
5853,4,22,31,20,26107.67,1577,3,2925
5854,5,27,2,23,27018.84,993,4,2926
5855,6,32,13,26,27929.01,409,5,2927
5856,1,37,24,29,28840.18,1825,6,2928
5857,3,25,30,1,18856.44,270,1,2929
5858,4,30,1,4,19767.61,1693,2,2930
5859,5,35,12,7,20678.78,1116,3,2931
5860,6,40,23,10,21589.95,539,4,2932
5861,1,5,34,13,22500.12,1962,5,2933
5862,2,10,5,16,23411.29,1385,6,2934
5863,3,15,16,19,24322.46,808,1,2929
5864,4,20,27,22,25233.63,231,2,2930
5865,5,25,38,25,26144.8,1654,3,2931
5866,6,30,9,28,27055.97,1077,4,2932
5867,1,35,20,31,27966.14,500,5,2933
5868,2,40,31,34,28877.31,1923,6,2934
5869,4,28,37,6,18893.57,291,1,2935
5870,5,33,8,9,19804.74,1721,2,2936
5871,6,38,19,12,20715.91,1151,3,2937
5872,1,3,30,15,21626.08,581,4,2938
5873,2,8,1,18,22537.25,11,5,2939
5874,3,13,12,21,23448.42,1441,6,2940
5875,4,18,23,24,24359.59,871,1,2935
5876,5,23,34,27,25270.76,301,2,2936
5877,6,28,5,30,26181.93,1731,3,2937
5878,1,33,16,33,27092.1,1161,4,2938
5879,2,38,27,36,28003.27,591,5,2939
5880,3,3,38,39,28914.44,21,6,2940
5881,5,31,4,11,18930.7,312,1,2941
5882,6,36,15,14,19841.87,1749,2,2942
5883,1,1,26,17,20752.04,1186,3,2943
5884,2,6,37,20,21663.21,623,4,2944
5885,3,11,8,23,22574.38,60,5,2945
5886,4,16,19,26,23485.55,1497,6,2946
5887,5,21,30,29,24396.72,934,1,2941
5888,6,26,1,32,25307.89,371,2,2942
5889,1,31,12,35,26218.06,1808,3,2943
5890,2,36,23,38,27129.23,1245,4,2944
5891,3,1,34,1,28040.4,682,5,2945
5892,4,6,5,4,28951.57,119,6,2946
5893,6,34,11,16,18967.83,333,1,2947
5894,1,39,22,19,19878.0,1777,2,2948
5895,2,4,33,22,20789.17,1221,3,2949
5896,3,9,4,25,21700.34,665,4,2950
5897,4,14,15,28,22611.51,109,5,2951
5898,5,19,26,31,23522.68,1553,6,2952
5899,6,24,37,34,24433.85,997,1,2947
5900,1,29,8,37,25344.02,441,2,2948
5901,2,34,19,40,26255.19,1885,3,2949
5902,3,39,30,3,27166.36,1329,4,2950
5903,4,4,1,6,28077.53,773,5,2951
5904,5,9,12,9,28988.7,217,6,2952
5905,1,37,18,21,19004.96,354,1,2953
5906,2,2,29,24,19915.13,1805,2,2954
5907,3,7,40,27,20826.3,1256,3,2955
5908,4,12,11,30,21737.47,707,4,2956
5909,5,17,22,33,22648.64,158,5,2957
5910,6,22,33,36,23559.81,1609,6,2958
5911,1,27,4,39,24470.98,1060,1,2953
5912,2,32,15,2,25381.15,511,2,2954
5913,3,37,26,5,26292.32,1962,3,2955
5914,4,2,37,8,27203.49,1413,4,2956
5915,5,7,8,11,28114.66,864,5,2957
5916,6,12,19,14,29025.83,315,6,2958
5917,2,40,25,26,19041.09,375,1,2959
5918,3,5,36,29,19952.26,1833,2,2960
5919,4,10,7,32,20863.43,1291,3,2961
5920,5,15,18,35,21774.6,749,4,2962
5921,6,20,29,38,22685.77,207,5,2963
5922,1,25,40,1,23596.94,1665,6,2964
5923,2,30,11,4,24507.11,1123,1,2959
5924,3,35,22,7,25418.28,581,2,2960
5925,4,40,33,10,26329.45,39,3,2961
5926,5,5,4,13,27240.62,1497,4,2962
5927,6,10,15,16,28151.79,955,5,2963
5928,1,15,26,19,29062.96,413,6,2964
5929,3,3,32,31,19078.22,396,1,2965
5930,4,8,3,34,19989.39,1861,2,2966
5931,5,13,14,37,20900.56,1326,3,2967
5932,6,18,25,40,21811.73,791,4,2968
5933,1,23,36,3,22722.9,256,5,2969
5934,2,28,7,6,23633.07,1721,6,2970
5935,3,33,18,9,24544.24,1186,1,2965
5936,4,38,29,12,25455.41,651,2,2966
5937,5,3,40,15,26366.58,116,3,2967
5938,6,8,11,18,27277.75,1581,4,2968
5939,1,13,22,21,28188.92,1046,5,2969
5940,2,18,33,24,29099.09,511,6,2970
5941,4,6,39,36,19115.35,417,1,2971
5942,5,11,10,39,20026.52,1889,2,2972
5943,6,16,21,2,20937.69,1361,3,2973
5944,1,21,32,5,21848.86,833,4,2974
5945,2,26,3,8,22759.03,305,5,2975
5946,3,31,14,11,23670.2,1777,6,2976
5947,4,36,25,14,24581.37,1249,1,2971
5948,5,1,36,17,25492.54,721,2,2972
5949,6,6,7,20,26403.71,193,3,2973
5950,1,11,18,23,27314.88,1665,4,2974
5951,2,16,29,26,28225.05,1137,5,2975
5952,3,21,40,29,29136.22,609,6,2976
5953,5,9,6,1,19152.48,438,1,2977
5954,6,14,17,4,20063.65,1917,2,2978
5955,1,19,28,7,20974.82,1396,3,2979
5956,2,24,39,10,21885.99,875,4,2980
5957,3,29,10,13,22796.16,354,5,2981
5958,4,34,21,16,23707.33,1833,6,2982
5959,5,39,32,19,24618.5,1312,1,2977
5960,6,4,3,22,25529.67,791,2,2978
5961,1,9,14,25,26440.84,270,3,2979
5962,2,14,25,28,27351.01,1749,4,2980
5963,3,19,36,31,28262.18,1228,5,2981
5964,4,24,7,34,29173.35,707,6,2982
5965,6,12,13,6,19189.61,459,1,2983
5966,1,17,24,9,20100.78,1945,2,2984
5967,2,22,35,12,21011.95,1431,3,2985
5968,3,27,6,15,21922.12,917,4,2986
5969,4,32,17,18,22833.29,403,5,2987
5970,5,37,28,21,23744.46,1889,6,2988
5971,6,2,39,24,24655.63,1375,1,2983
5972,1,7,10,27,25566.8,861,2,2984
5973,2,12,21,30,26477.97,347,3,2985
5974,3,17,32,33,27388.14,1833,4,2986
5975,4,22,3,36,28299.31,1319,5,2987
5976,5,27,14,39,29210.48,805,6,2988
5977,1,15,20,11,19226.74,480,1,2989
5978,2,20,31,14,20137.91,1973,2,2990
5979,3,25,2,17,21048.08,1466,3,2991
5980,4,30,13,20,21959.25,959,4,2992
5981,5,35,24,23,22870.42,452,5,2993
5982,6,40,35,26,23781.59,1945,6,2994
5983,1,5,6,29,24692.76,1438,1,2989
5984,2,10,17,32,25603.93,931,2,2990
5985,3,15,28,35,26514.1,424,3,2991
5986,4,20,39,38,27425.27,1917,4,2992
5987,5,25,10,1,28336.44,1410,5,2993
5988,6,30,21,4,29247.61,903,6,2994
5989,2,18,27,16,19263.87,501,1,2995
5990,3,23,38,19,20174.04,1,2,2996
5991,4,28,9,22,21085.21,1501,3,2997
5992,5,33,20,25,21996.38,1001,4,2998
5993,6,38,31,28,22907.55,501,5,2999
5994,1,3,2,31,23818.72,1,6,3000
5995,2,8,13,34,24729.89,1501,1,2995
5996,3,13,24,37,25640.06,1001,2,2996
5997,4,18,35,40,26551.23,501,3,2997
5998,5,23,6,3,27462.4,1,4,2998
5999,6,28,17,6,28373.57,1501,5,2999
6000,1,33,28,9,29284.74,1001,6,3000
6001,3,21,34,21,19300.0,522,1,3001
6002,4,26,5,24,20211.17,29,2,3002
6003,5,31,16,27,21122.34,1536,3,3003
6004,6,36,27,30,22033.51,1043,4,3004
6005,1,1,38,33,22944.68,550,5,3005
6006,2,6,9,36,23855.85,57,6,3006
6007,3,11,20,39,24766.02,1564,1,3001
6008,4,16,31,2,25677.19,1071,2,3002
6009,5,21,2,5,26588.36,578,3,3003
6010,6,26,13,8,27499.53,85,4,3004
6011,1,31,24,11,28410.7,1592,5,3005
6012,2,36,35,14,29321.87,1099,6,3006
6013,4,24,1,26,19337.13,543,1,3007
6014,5,29,12,29,20248.3,57,2,3008
6015,6,34,23,32,21159.47,1571,3,3009
6016,1,39,34,35,22070.64,1085,4,3010
6017,2,4,5,38,22981.81,599,5,3011
6018,3,9,16,1,23892.98,113,6,3012
6019,4,14,27,4,24803.15,1627,1,3007
6020,5,19,38,7,25714.32,1141,2,3008
6021,6,24,9,10,26625.49,655,3,3009
6022,1,29,20,13,27536.66,169,4,3010
6023,2,34,31,16,28447.83,1683,5,3011
6024,3,39,2,19,29358.0,1197,6,3012
6025,5,27,8,31,19374.26,564,1,3013
6026,6,32,19,34,20285.43,85,2,3014
6027,1,37,30,37,21196.6,1606,3,3015
6028,2,2,1,40,22107.77,1127,4,3016
6029,3,7,12,3,23018.94,648,5,3017
6030,4,12,23,6,23929.11,169,6,3018
6031,5,17,34,9,24840.28,1690,1,3013
6032,6,22,5,12,25751.45,1211,2,3014
6033,1,27,16,15,26662.62,732,3,3015
6034,2,32,27,18,27573.79,253,4,3016
6035,3,37,38,21,28484.96,1774,5,3017
6036,4,2,9,24,29395.13,1295,6,3018
6037,6,30,15,36,19411.39,585,1,3019
6038,1,35,26,39,20322.56,113,2,3020
6039,2,40,37,2,21233.73,1641,3,3021
6040,3,5,8,5,22144.9,1169,4,3022
6041,4,10,19,8,23055.07,697,5,3023
6042,5,15,30,11,23966.24,225,6,3024
6043,6,20,1,14,24877.41,1753,1,3019
6044,1,25,12,17,25788.58,1281,2,3020
6045,2,30,23,20,26699.75,809,3,3021
6046,3,35,34,23,27610.92,337,4,3022
6047,4,40,5,26,28521.09,1865,5,3023
6048,5,5,16,29,29432.26,1393,6,3024
6049,1,33,22,1,19448.52,606,1,3025
6050,2,38,33,4,20359.69,141,2,3026
6051,3,3,4,7,21270.86,1676,3,3027
6052,4,8,15,10,22181.03,1211,4,3028
6053,5,13,26,13,23092.2,746,5,3029
6054,6,18,37,16,24003.37,281,6,3030
6055,1,23,8,19,24914.54,1816,1,3025
6056,2,28,19,22,25825.71,1351,2,3026
6057,3,33,30,25,26736.88,886,3,3027
6058,4,38,1,28,27647.05,421,4,3028
6059,5,3,12,31,28558.22,1956,5,3029
6060,6,8,23,34,29469.39,1491,6,3030
6061,2,36,29,6,19485.65,627,1,3031
6062,3,1,40,9,20396.82,169,2,3032
6063,4,6,11,12,21307.99,1711,3,3033
6064,5,11,22,15,22218.16,1253,4,3034
6065,6,16,33,18,23129.33,795,5,3035
6066,1,21,4,21,24040.5,337,6,3036
6067,2,26,15,24,24951.67,1879,1,3031
6068,3,31,26,27,25862.84,1421,2,3032
6069,4,36,37,30,26773.01,963,3,3033
6070,5,1,8,33,27684.18,505,4,3034
6071,6,6,19,36,28595.35,47,5,3035
6072,1,11,30,39,29506.52,1589,6,3036
6073,3,39,36,11,19522.78,648,1,3037
6074,4,4,7,14,20433.95,197,2,3038
6075,5,9,18,17,21344.12,1746,3,3039
6076,6,14,29,20,22255.29,1295,4,3040
6077,1,19,40,23,23166.46,844,5,3041
6078,2,24,11,26,24077.63,393,6,3042
6079,3,29,22,29,24988.8,1942,1,3037
6080,4,34,33,32,25899.97,1491,2,3038
6081,5,39,4,35,26810.14,1040,3,3039
6082,6,4,15,38,27721.31,589,4,3040
6083,1,9,26,1,28632.48,138,5,3041
6084,2,14,37,4,29543.65,1687,6,3042
6085,4,2,3,16,19559.91,669,1,3043
6086,5,7,14,19,20470.08,225,2,3044
6087,6,12,25,22,21381.25,1781,3,3045
6088,1,17,36,25,22292.42,1337,4,3046
6089,2,22,7,28,23203.59,893,5,3047
6090,3,27,18,31,24114.76,449,6,3048
6091,4,32,29,34,25025.93,5,1,3043
6092,5,37,40,37,25936.1,1561,2,3044
6093,6,2,11,40,26847.27,1117,3,3045
6094,1,7,22,3,27758.44,673,4,3046
6095,2,12,33,6,28669.61,229,5,3047
6096,3,17,4,9,29580.78,1785,6,3048
6097,5,5,10,21,19596.04,690,1,3049
6098,6,10,21,24,20507.21,253,2,3050
6099,1,15,32,27,21418.38,1816,3,3051
6100,2,20,3,30,22329.55,1379,4,3052
6101,3,25,14,33,23240.72,942,5,3053
6102,4,30,25,36,24151.89,505,6,3054
6103,5,35,36,39,25062.06,68,1,3049
6104,6,40,7,2,25973.23,1631,2,3050
6105,1,5,18,5,26884.4,1194,3,3051
6106,2,10,29,8,27795.57,757,4,3052
6107,3,15,40,11,28706.74,320,5,3053
6108,4,20,11,14,29617.91,1883,6,3054
6109,6,8,17,26,19633.17,711,1,3055
6110,1,13,28,29,20544.34,281,2,3056
6111,2,18,39,32,21455.51,1851,3,3057
6112,3,23,10,35,22366.68,1421,4,3058
6113,4,28,21,38,23277.85,991,5,3059
6114,5,33,32,1,24188.02,561,6,3060
6115,6,38,3,4,25099.19,131,1,3055
6116,1,3,14,7,26010.36,1701,2,3056
6117,2,8,25,10,26921.53,1271,3,3057
6118,3,13,36,13,27832.7,841,4,3058
6119,4,18,7,16,28743.87,411,5,3059
6120,5,23,18,19,29654.04,1981,6,3060
6121,1,11,24,31,19670.3,732,1,3061
6122,2,16,35,34,20581.47,309,2,3062
6123,3,21,6,37,21492.64,1886,3,3063
6124,4,26,17,40,22403.81,1463,4,3064
6125,5,31,28,3,23314.98,1040,5,3065
6126,6,36,39,6,24225.15,617,6,3066
6127,1,1,10,9,25136.32,194,1,3061
6128,2,6,21,12,26047.49,1771,2,3062
6129,3,11,32,15,26958.66,1348,3,3063
6130,4,16,3,18,27869.83,925,4,3064
6131,5,21,14,21,28780.0,502,5,3065
6132,6,26,25,24,29691.17,79,6,3066
6133,2,14,31,36,19707.43,753,1,3067
6134,3,19,2,39,20618.6,337,2,3068
6135,4,24,13,2,21529.77,1921,3,3069
6136,5,29,24,5,22440.94,1505,4,3070
6137,6,34,35,8,23351.11,1089,5,3071
6138,1,39,6,11,24262.28,673,6,3072
6139,2,4,17,14,25173.45,257,1,3067
6140,3,9,28,17,26084.62,1841,2,3068
6141,4,14,39,20,26995.79,1425,3,3069
6142,5,19,10,23,27906.96,1009,4,3070
6143,6,24,21,26,28817.13,593,5,3071
6144,1,29,32,29,29728.3,177,6,3072
6145,3,17,38,1,19744.56,774,1,3073
6146,4,22,9,4,20655.73,365,2,3074
6147,5,27,20,7,21566.9,1956,3,3075
6148,6,32,31,10,22477.07,1547,4,3076
6149,1,37,2,13,23388.24,1138,5,3077
6150,2,2,13,16,24299.41,729,6,3078
6151,3,7,24,19,25210.58,320,1,3073
6152,4,12,35,22,26121.75,1911,2,3074
6153,5,17,6,25,27032.92,1502,3,3075
6154,6,22,17,28,27943.09,1093,4,3076
6155,1,27,28,31,28854.26,684,5,3077
6156,2,32,39,34,29765.43,275,6,3078
6157,4,20,5,6,19781.69,795,1,3079
6158,5,25,16,9,20692.86,393,2,3080
6159,6,30,27,12,21603.03,1991,3,3081
6160,1,35,38,15,22514.2,1589,4,3082
6161,2,40,9,18,23425.37,1187,5,3083
6162,3,5,20,21,24336.54,785,6,3084
6163,4,10,31,24,25247.71,383,1,3079
6164,5,15,2,27,26158.88,1981,2,3080
6165,6,20,13,30,27069.05,1579,3,3081
6166,1,25,24,33,27980.22,1177,4,3082
6167,2,30,35,36,28891.39,775,5,3083
6168,3,35,6,39,29802.56,373,6,3084
6169,5,23,12,11,19818.82,816,1,3085
6170,6,28,23,14,20729.99,421,2,3086
6171,1,33,34,17,21640.16,26,3,3087
6172,2,38,5,20,22551.33,1631,4,3088
6173,3,3,16,23,23462.5,1236,5,3089
6174,4,8,27,26,24373.67,841,6,3090
6175,5,13,38,29,25284.84,446,1,3085
6176,6,18,9,32,26195.01,51,2,3086
6177,1,23,20,35,27106.18,1656,3,3087
6178,2,28,31,38,28017.35,1261,4,3088
6179,3,33,2,1,28928.52,866,5,3089
6180,4,38,13,4,29839.69,471,6,3090
6181,6,26,19,16,19855.95,837,1,3091
6182,1,31,30,19,20766.12,449,2,3092
6183,2,36,1,22,21677.29,61,3,3093
6184,3,1,12,25,22588.46,1673,4,3094
6185,4,6,23,28,23499.63,1285,5,3095
6186,5,11,34,31,24410.8,897,6,3096
6187,6,16,5,34,25321.97,509,1,3091
6188,1,21,16,37,26232.14,121,2,3092
6189,2,26,27,40,27143.31,1733,3,3093
6190,3,31,38,3,28054.48,1345,4,3094
6191,4,36,9,6,28965.65,957,5,3095
6192,5,1,20,9,29876.82,569,6,3096
6193,1,29,26,21,19892.08,858,1,3097
6194,2,34,37,24,20803.25,477,2,3098
6195,3,39,8,27,21714.42,96,3,3099
6196,4,4,19,30,22625.59,1715,4,3100
6197,5,9,30,33,23536.76,1334,5,3101
6198,6,14,1,36,24447.93,953,6,3102
6199,1,19,12,39,25358.1,572,1,3097
6200,2,24,23,2,26269.27,191,2,3098
6201,3,29,34,5,27180.44,1810,3,3099
6202,4,34,5,8,28091.61,1429,4,3100
6203,5,39,16,11,29002.78,1048,5,3101
6204,6,4,27,14,29913.95,667,6,3102
6205,2,32,33,26,19929.21,879,1,3103
6206,3,37,4,29,20840.38,505,2,3104
6207,4,2,15,32,21751.55,131,3,3105
6208,5,7,26,35,22662.72,1757,4,3106
6209,6,12,37,38,23573.89,1383,5,3107
6210,1,17,8,1,24484.06,1009,6,3108
6211,2,22,19,4,25395.23,635,1,3103
6212,3,27,30,7,26306.4,261,2,3104
6213,4,32,1,10,27217.57,1887,3,3105
6214,5,37,12,13,28128.74,1513,4,3106
6215,6,2,23,16,29039.91,1139,5,3107
6216,1,7,34,19,29950.08,765,6,3108
6217,3,35,40,31,19966.34,900,1,3109
6218,4,40,11,34,20877.51,533,2,3110
6219,5,5,22,37,21788.68,166,3,3111
6220,6,10,33,40,22699.85,1799,4,3112
6221,1,15,4,3,23610.02,1432,5,3113
6222,2,20,15,6,24521.19,1065,6,3114
6223,3,25,26,9,25432.36,698,1,3109
6224,4,30,37,12,26343.53,331,2,3110
6225,5,35,8,15,27254.7,1964,3,3111
6226,6,40,19,18,28165.87,1597,4,3112
6227,1,5,30,21,29076.04,1230,5,3113
6228,2,10,1,24,29987.21,863,6,3114
6229,4,38,7,36,20003.47,921,1,3115
6230,5,3,18,39,20914.64,561,2,3116
6231,6,8,29,2,21825.81,201,3,3117
6232,1,13,40,5,22736.98,1841,4,3118
6233,2,18,11,8,23647.15,1481,5,3119
6234,3,23,22,11,24558.32,1121,6,3120
6235,4,28,33,14,25469.49,761,1,3115
6236,5,33,4,17,26380.66,401,2,3116
6237,6,38,15,20,27291.83,41,3,3117
6238,1,3,26,23,28202.0,1681,4,3118
6239,2,8,37,26,29113.17,1321,5,3119
6240,3,13,8,29,30024.34,961,6,3120
6241,5,1,14,1,20040.6,942,1,3121
6242,6,6,25,4,20951.77,589,2,3122
6243,1,11,36,7,21862.94,236,3,3123
6244,2,16,7,10,22773.11,1883,4,3124
6245,3,21,18,13,23684.28,1530,5,3125
6246,4,26,29,16,24595.45,1177,6,3126
6247,5,31,40,19,25506.62,824,1,3121
6248,6,36,11,22,26417.79,471,2,3122
6249,1,1,22,25,27328.96,118,3,3123
6250,2,6,33,28,28239.13,1765,4,3124
6251,3,11,4,31,29150.3,1412,5,3125
6252,4,16,15,34,30061.47,1059,6,3126
6253,6,4,21,6,20077.73,963,1,3127
6254,1,9,32,9,20988.9,617,2,3128
6255,2,14,3,12,21899.07,271,3,3129
6256,3,19,14,15,22810.24,1925,4,3130
6257,4,24,25,18,23721.41,1579,5,3131
6258,5,29,36,21,24632.58,1233,6,3132
6259,6,34,7,24,25543.75,887,1,3127
6260,1,39,18,27,26454.92,541,2,3128
6261,2,4,29,30,27365.09,195,3,3129
6262,3,9,40,33,28276.26,1849,4,3130
6263,4,14,11,36,29187.43,1503,5,3131
6264,5,19,22,39,30098.6,1157,6,3132
6265,1,7,28,11,20114.86,984,1,3133
6266,2,12,39,14,21025.03,645,2,3134
6267,3,17,10,17,21936.2,306,3,3135
6268,4,22,21,20,22847.37,1967,4,3136
6269,5,27,32,23,23758.54,1628,5,3137
6270,6,32,3,26,24669.71,1289,6,3138
6271,1,37,14,29,25580.88,950,1,3133
6272,2,2,25,32,26491.05,611,2,3134
6273,3,7,36,35,27402.22,272,3,3135
6274,4,12,7,38,28313.39,1933,4,3136
6275,5,17,18,1,29224.56,1594,5,3137
6276,6,22,29,4,30135.73,1255,6,3138
6277,2,10,35,16,20151.99,1005,1,3139
6278,3,15,6,19,21062.16,673,2,3140
6279,4,20,17,22,21973.33,341,3,3141
6280,5,25,28,25,22884.5,9,4,3142
6281,6,30,39,28,23795.67,1677,5,3143
6282,1,35,10,31,24706.84,1345,6,3144
6283,2,40,21,34,25617.01,1013,1,3139
6284,3,5,32,37,26528.18,681,2,3140
6285,4,10,3,40,27439.35,349,3,3141
6286,5,15,14,3,28350.52,17,4,3142
6287,6,20,25,6,29261.69,1685,5,3143
6288,1,25,36,9,30172.86,1353,6,3144
6289,3,13,2,21,20188.12,1026,1,3145
6290,4,18,13,24,21099.29,701,2,3146
6291,5,23,24,27,22010.46,376,3,3147
6292,6,28,35,30,22921.63,51,4,3148
6293,1,33,6,33,23832.8,1726,5,3149
6294,2,38,17,36,24743.97,1401,6,3150
6295,3,3,28,39,25654.14,1076,1,3145
6296,4,8,39,2,26565.31,751,2,3146
6297,5,13,10,5,27476.48,426,3,3147
6298,6,18,21,8,28387.65,101,4,3148
6299,1,23,32,11,29298.82,1776,5,3149
6300,2,28,3,14,30209.99,1451,6,3150
6301,4,16,9,26,20225.25,1047,1,3151
6302,5,21,20,29,21136.42,729,2,3152
6303,6,26,31,32,22047.59,411,3,3153
6304,1,31,2,35,22958.76,93,4,3154
6305,2,36,13,38,23869.93,1775,5,3155
6306,3,1,24,1,24780.1,1457,6,3156
6307,4,6,35,4,25691.27,1139,1,3151
6308,5,11,6,7,26602.44,821,2,3152
6309,6,16,17,10,27513.61,503,3,3153
6310,1,21,28,13,28424.78,185,4,3154
6311,2,26,39,16,29335.95,1867,5,3155
6312,3,31,10,19,30246.12,1549,6,3156
6313,5,19,16,31,20262.38,1068,1,3157
6314,6,24,27,34,21173.55,757,2,3158
6315,1,29,38,37,22084.72,446,3,3159
6316,2,34,9,40,22995.89,135,4,3160
6317,3,39,20,3,23906.06,1824,5,3161
6318,4,4,31,6,24817.23,1513,6,3162
6319,5,9,2,9,25728.4,1202,1,3157
6320,6,14,13,12,26639.57,891,2,3158
6321,1,19,24,15,27550.74,580,3,3159
6322,2,24,35,18,28461.91,269,4,3160
6323,3,29,6,21,29372.08,1958,5,3161
6324,4,34,17,24,30283.25,1647,6,3162
6325,6,22,23,36,20299.51,1089,1,3163
6326,1,27,34,39,21210.68,785,2,3164
6327,2,32,5,2,22121.85,481,3,3165
6328,3,37,16,5,23032.02,177,4,3166
6329,4,2,27,8,23943.19,1873,5,3167
6330,5,7,38,11,24854.36,1569,6,3168
6331,6,12,9,14,25765.53,1265,1,3163
6332,1,17,20,17,26676.7,961,2,3164
6333,2,22,31,20,27587.87,657,3,3165
6334,3,27,2,23,28498.04,353,4,3166
6335,4,32,13,26,29409.21,49,5,3167
6336,5,37,24,29,30320.38,1745,6,3168
6337,1,25,30,1,20336.64,1110,1,3169
6338,2,30,1,4,21247.81,813,2,3170
6339,3,35,12,7,22158.98,516,3,3171
6340,4,40,23,10,23069.15,219,4,3172
6341,5,5,34,13,23980.32,1922,5,3173
6342,6,10,5,16,24891.49,1625,6,3174
6343,1,15,16,19,25802.66,1328,1,3169
6344,2,20,27,22,26713.83,1031,2,3170
6345,3,25,38,25,27624.0,734,3,3171
6346,4,30,9,28,28535.17,437,4,3172
6347,5,35,20,31,29446.34,140,5,3173
6348,6,40,31,34,30357.51,1843,6,3174
6349,2,28,37,6,20373.77,1131,1,3175
6350,3,33,8,9,21284.94,841,2,3176
6351,4,38,19,12,22195.11,551,3,3177
6352,5,3,30,15,23106.28,261,4,3178
6353,6,8,1,18,24017.45,1971,5,3179
6354,1,13,12,21,24928.62,1681,6,3180
6355,2,18,23,24,25839.79,1391,1,3175
6356,3,23,34,27,26750.96,1101,2,3176
6357,4,28,5,30,27661.13,811,3,3177
6358,5,33,16,33,28572.3,521,4,3178
6359,6,38,27,36,29483.47,231,5,3179
6360,1,3,38,39,30394.64,1941,6,3180
6361,3,31,4,11,20410.9,1152,1,3181
6362,4,36,15,14,21321.07,869,2,3182
6363,5,1,26,17,22232.24,586,3,3183
6364,6,6,37,20,23143.41,303,4,3184
6365,1,11,8,23,24054.58,20,5,3185
6366,2,16,19,26,24965.75,1737,6,3186
6367,3,21,30,29,25876.92,1454,1,3181
6368,4,26,1,32,26787.09,1171,2,3182
6369,5,31,12,35,27698.26,888,3,3183
6370,6,36,23,38,28609.43,605,4,3184
6371,1,1,34,1,29520.6,322,5,3185
6372,2,6,5,4,30431.77,39,6,3186
6373,4,34,11,16,20447.03,1173,1,3187
6374,5,39,22,19,21358.2,897,2,3188
6375,6,4,33,22,22269.37,621,3,3189
6376,1,9,4,25,23180.54,345,4,3190
6377,2,14,15,28,24091.71,69,5,3191
6378,3,19,26,31,25002.88,1793,6,3192
6379,4,24,37,34,25913.05,1517,1,3187
6380,5,29,8,37,26824.22,1241,2,3188
6381,6,34,19,40,27735.39,965,3,3189
6382,1,39,30,3,28646.56,689,4,3190
6383,2,4,1,6,29557.73,413,5,3191
6384,3,9,12,9,30468.9,137,6,3192
6385,5,37,18,21,20484.16,1194,1,3193
6386,6,2,29,24,21395.33,925,2,3194
6387,1,7,40,27,22306.5,656,3,3195
6388,2,12,11,30,23217.67,387,4,3196
6389,3,17,22,33,24128.84,118,5,3197
6390,4,22,33,36,25039.01,1849,6,3198
6391,5,27,4,39,25950.18,1580,1,3193
6392,6,32,15,2,26861.35,1311,2,3194
6393,1,37,26,5,27772.52,1042,3,3195
6394,2,2,37,8,28683.69,773,4,3196
6395,3,7,8,11,29594.86,504,5,3197
6396,4,12,19,14,30505.03,235,6,3198
6397,6,40,25,26,20521.29,1215,1,3199
6398,1,5,36,29,21432.46,953,2,3200
6399,2,10,7,32,22343.63,691,3,3201
6400,3,15,18,35,23254.8,429,4,3202
6401,4,20,29,38,24165.97,167,5,3203
6402,5,25,40,1,25076.14,1905,6,3204
6403,6,30,11,4,25987.31,1643,1,3199
6404,1,35,22,7,26898.48,1381,2,3200
6405,2,40,33,10,27809.65,1119,3,3201
6406,3,5,4,13,28720.82,857,4,3202
6407,4,10,15,16,29631.99,595,5,3203
6408,5,15,26,19,30542.16,333,6,3204
6409,1,3,32,31,20558.42,1236,1,3205
6410,2,8,3,34,21469.59,981,2,3206
6411,3,13,14,37,22380.76,726,3,3207
6412,4,18,25,40,23291.93,471,4,3208
6413,5,23,36,3,24202.1,216,5,3209
6414,6,28,7,6,25113.27,1961,6,3210
6415,1,33,18,9,26024.44,1706,1,3205
6416,2,38,29,12,26935.61,1451,2,3206
6417,3,3,40,15,27846.78,1196,3,3207
6418,4,8,11,18,28757.95,941,4,3208
6419,5,13,22,21,29668.12,686,5,3209
6420,6,18,33,24,30579.29,431,6,3210
6421,2,6,39,36,20595.55,1257,1,3211
6422,3,11,10,39,21506.72,1009,2,3212
6423,4,16,21,2,22417.89,761,3,3213
6424,5,21,32,5,23328.06,513,4,3214
6425,6,26,3,8,24239.23,265,5,3215
6426,1,31,14,11,25150.4,17,6,3216
6427,2,36,25,14,26061.57,1769,1,3211
6428,3,1,36,17,26972.74,1521,2,3212
6429,4,6,7,20,27883.91,1273,3,3213
6430,5,11,18,23,28794.08,1025,4,3214
6431,6,16,29,26,29705.25,777,5,3215
6432,1,21,40,29,30616.42,529,6,3216
6433,3,9,6,1,20632.68,1278,1,3217
6434,4,14,17,4,21543.85,1037,2,3218
6435,5,19,28,7,22454.02,796,3,3219
6436,6,24,39,10,23365.19,555,4,3220
6437,1,29,10,13,24276.36,314,5,3221
6438,2,34,21,16,25187.53,73,6,3222
6439,3,39,32,19,26098.7,1832,1,3217
6440,4,4,3,22,27009.87,1591,2,3218
6441,5,9,14,25,27920.04,1350,3,3219
6442,6,14,25,28,28831.21,1109,4,3220
6443,1,19,36,31,29742.38,868,5,3221
6444,2,24,7,34,30653.55,627,6,3222
6445,4,12,13,6,20669.81,1299,1,3223
